company	deal_year	company_type	amt_raised_millions
Lightship	2024	Challenger	21.51
Limber Health	2024	Challenger	14.03
Lin Health	2024	Enabler	5.30
Lirio	2024	Enabler	
Livara Health	2024	Challenger	15.00
Lore (Healthcare Technology Systems)	2024	Enabler	80.00
Lotus Health AI	2024	Enabler	5.00
LowRetreat	2024	Challenger	5.00
Loyal (Healthcare Technology Systems)	2024	Enabler	33.50
Lumata Health	2024	Challenger	5.50
Lumeon	2024	Enabler	7.59
Lumeris	2024	Enabler	100.00
Luminate Health	2024	Enabler	6.50
Lushi	2024	Challenger	5.00
Mammoth Biosciences	2024	Enabler	106.69
Manatee (Healthcare Services)	2024	Challenger	5.00
Manifold	2024	Enabler	15.00
MARABio	2024	Challenger	19.06
Marble ( Clinics/Outpatient Services)	2024	Challenger	5.00
Marigold Health	2024	Challenger	10.89
Marvin (Clinics/Outpatient Services)	2024	Challenger	20.30
Maven	2024	Challenger	125.00
MD Ally	2024	Challenger	23.68
Medefy	2024	Enabler	15.27
Medeloop	2024	Enabler	15.50
Medicom (Medical Records Systems)	2024	Enabler	
Medrhythms	2024	Challenger	19.78
MedScout	2024	Enabler	10.00
MedsEngine	2024	Enabler	5.80
Midi Health	2024	Challenger	63.00
Mindera Health	2024	Enabler	
Mindscale AI	2024	Enabler	7.65
Mindset	2024	Enabler	13.00
MiSalud Health	2024	Challenger	8.00
Mural Health	2024	Enabler	12.73
Nagish	2024	Enabler	15.70
Nema Health	2024	Challenger	14.50
Neosoma	2024	Enabler	6.24
Nest Collaborative	2024	Challenger	6.00
New Lantern	2024	Enabler	19.00
NewView	2024	Enabler	10.40
Nirvana Health	2024	Enabler	24.16
NOCD	2024	Challenger	5.70
Nodal	2024	Enabler	8.70
Nomad Health	2024	Enabler	22.00
NourishedRx	2024	Challenger	15.00
Nucleai	2024	Enabler	14.00
Nurocor	2024	Enabler	4.95
Nym (Enterprise Systems (Healthcare))	2024	Enabler	46.96
Nymbl Systems	2024	Enabler	7.50
Oath Surgical	2024	Challenger	10.13
ObvioHealth	2024	Enabler	49.40
Octagos	2024	Enabler	43.00
Ōmcare	2024	Enabler	8.02
On Belay Health Solutions	2024	Enabler	9.40
OncoLens	2024	Enabler	14.96
OneStep	2024	Challenger	40.50
Onto Health	2024	Challenger	5.20
Opmed.ai	2024	Enabler	15.00
Opyn	2024	Enabler	
Oshi Health	2024	Challenger	60.00
Osigu	2024	Enabler	25.00
Oula	2024	Challenger	28.00
Overalls	2024	Challenger	
Overstory Health	2024	Challenger	5.98
Panda Health	2024	Enabler	18.42
Parachute (Healthcare Services)	2024	Enabler	93.84
Paradigm Health (Healthcare Technology Systems)	2024	Challenger	
Parsley Health	2024	Challenger	32.00
Particle Health	2024	Enabler	10.00
PatchRx	2024	Enabler	8.00
Patho Care	2024	Enabler	150.15
PathPresenter	2024	Enabler	7.50
PatientPartner	2024	Enabler	7.50
Peerlogic	2024	Enabler	5.65
Pelago	2024	Challenger	58.00
PeopleOne Health	2024	Challenger	32.30
Peregrine Health	2024	Challenger	11.89
Pharos (Medical Records Systems)	2024	Enabler	5.00
Phenomix Sciences	2024	Enabler	5.50
Photon (New York)	2024	Enabler	9.00
Pi Health	2024	Enabler	72.68
PicassoMD	2024	Enabler	9.40
Pieces (Decision/Risk Analysis)	2024	Enabler	25.00
PinkDx	2024	Enabler	45.00
Pip Care	2024	Enabler	13.11
Piramidal	2024	Enabler	6.00
Playback Health	2024	Enabler	5.00
Plenful	2024	Enabler	17.00
Pluto Health	2024	Enabler	8.00
Pomelo Care	2024	Challenger	46.00
Populus Health Technologies	2024	Enabler	5.00
Positive Development	2024	Challenger	11.90
Praia Health	2024	Enabler	20.00
Predict Health	2024	Challenger	5.51
PreemptiveAI	2024	Enabler	6.40
Prompt (Enterprise Systems (Healthcare))	2024	Enabler	206.00
Proscia	2024	Enabler	9.00
Qualified Health	2024	Enabler	30.00
Quantile Health	2024	Enabler	7.70
Qurate Health	2024	Enabler	7.48
Qventus	2024	Enabler	85.00
Rad AI	2024	Enabler	50.99
Radial Health (Clinics/Outpatient Services)	2024	Challenger	7.80
RadiantGraph	2024	Enabler	14.06
Recovery.com	2024	Challenger	5.00
Redi.Health	2024	Enabler	13.76
Regard	2024	Enabler	61.00
Reperio	2024	Enabler	11.00
Reveleer	2024	Enabler	16.03
Rezilient	2024	Challenger	9.68
RFX Solutions	2024	Enabler	9.00
Ride Health	2024	Enabler	10.88
Rightway	2024	Enabler	108.75
Rimsys	2024	Enabler	5.30
Rippl Care	2024	Challenger	23.00
Ritten	2024	Enabler	11.50
Rivia Health	2024	Enabler	9.88
Roon	2024	Challenger	15.00
Rula	2024	Challenger	125.00
Rx Redefined	2024	Enabler	21.49
RxMapper	2024	Challenger	
Sage (Healthcare Technology Systems)	2024	Enabler	35.00
Salvo Health	2024	Challenger	5.00
SamaCare	2024	Enabler	16.70
Scripta Insights	2024	Enabler	16.75
Seen Health	2024	Challenger	22.00
Segmed	2024	Enabler	10.40
Sensi.AI	2024	Enabler	31.00
Seven Starling	2024	Challenger	12.63
ShiftMed	2024	Enabler	47.00
Sibly	2024	Challenger	15.40
Sift Healthcare	2024	Enabler	20.00
Simple App	2024	Challenger	20.75
Simplify Genomics	2024	Enabler	
Sirona	2024	Enabler	42.00
Skilltrade	2024	Enabler	5.05
SlicedHealth	2024	Enabler	5.00
Slingshot AI	2024	Challenger	30.00
Slope (Healthcare Technology Systems)	2024	Enabler	14.00
Smarter Technologies	2024	Enabler	50.00
SmithRx	2024	Enabler	60.00
Soda Health	2024	Enabler	54.18
Soda Health	2024	Enabler	9.00
Solace (Clinics/Outpatient Services)	2024	Challenger	14.00
Sollis Health	2024	Challenger	33.00
Sounder Benefits	2024	Enabler	7.50
Spark Advisors	2024	Challenger	25.00
SpectraWAVE	2024	Enabler	50.29
Spring Health	2024	Challenger	100.00
Sprinter Health	2024	Challenger	35.14
Stellar Sleep	2024	Challenger	6.00
Subtle Medical	2024	Enabler	10.00
Suki	2024	Enabler	64.97
Sully.ai	2024	Enabler	15.00
Summer Health	2024	Challenger	11.65
Sunny Benefits	2024	Enabler	8.15
Sunstone Therapies	2024	Challenger	8.49
Sword Health	2024	Challenger	130.00
Syllable	2024	Enabler	22.00
Synapticure	2024	Challenger	40.15
Synthpop	2024	Enabler	13.78
TailorMed	2024	Enabler	27.50
Talkiatry	2024	Challenger	80.00
TARA Mind	2024	Challenger	8.00
Tava Health	2024	Challenger	20.00
Taxo	2024	Enabler	5.00
Tele911	2024	Enabler	6.76
Tennr	2024	Enabler	35.44
Tennr	2024	Enabler	18.00
Thatch	2024	Enabler	38.00
Therapymatch	2024	Challenger	100.00
ThoroughCare	2024	Enabler	5.00
Thoughtful.ai	2024	Enabler	12.50
Thrive AI Health	2024	Challenger	8.05
Thyme Care	2024	Challenger	55.00
Transcarent	2024	Enabler	126.00
Triomics	2024	Enabler	15.00
Trovo Health	2024	Enabler	15.00
TrueMed	2024	Enabler	10.05
Truveris	2024	Enabler	15.00
Tuesday Health	2024	Challenger	60.00
Turquoise Health	2024	Enabler	30.00
Tuva Health	2024	Enabler	5.00
TwentyEight	2024	Enabler	18.19
Two Chairs	2024	Challenger	62.35
UberDoc	2024	Challenger	11.60
uMethod	2024	Enabler	
Upheal	2024	Enabler	10.00
UptimeHealth	2024	Enabler	12.50
Upward Health	2024	Challenger	50.00
Upwards	2024	Challenger	21.00
Valar Labs	2024	Enabler	22.00
Valerie Health	2024	Enabler	6.60
Veritas Labs	2024	Enabler	5.00
Verse Medical	2024	Challenger	42.00
Vesta Healthcare	2024	Challenger	65.00
Vi Labs	2024	Enabler	111.00
Vida	2024	Challenger	35.00
Videra Health	2024	Challenger	5.60
VieCure	2024	Enabler	45.00
Vita Health	2024	Challenger	22.50
Vitable Health	2024	Challenger	16.00
Vital Interaction	2024	Enabler	15.00
VitalTech	2024	Challenger	8.97
Vivoo	2024	Challenger	10.00
Waltz Health	2024	Enabler	17.50
Watershed Health	2024	Enabler	13.60
Wayspring	2024	Challenger	45.00
Weave	2024	Enabler	10.00
Whiterabbit.ai	2024	Enabler	19.50
Wildflower Health	2024	Enabler	17.94
Willow Health	2024	Challenger	13.00
XP Health	2024	Challenger	33.20
XRHealth USA	2024	Challenger	6.00
Yuvo Health	2024	Challenger	8.17
Zarminali Pediatrics	2024	Challenger	40.00
Zeda (Devices and Supplies)	2024	Enabler	200.00
Zing Health	2024	Challenger	140.00
