company,deal_year,company_type,amt_raised_millions
Marigold Health,2024,Challenger,10.89
Marvin (Clinics/Outpatient Services),2024,Challenger,20.3
Maven,2024,Challenger,125.0
MD Ally,2024,Challenger,23.68
Medefy,2024,Enabler,15.27
Medeloop,2024,Enabler,15.5
Medicom (Medical Records Systems),2024,Enabler,
Medrhythms,2024,Challenger,19.78
MedScout,2024,Enabler,10.0
MedsEngine,2024,Enabler,5.8
Midi Health,2024,Challenger,63.0
Mindera Health,2024,Enabler,
Mindscale AI,2024,Enabler,7.65
Mindset,2024,Enabler,13.0
MiSalud Health,2024,Challenger,8.0
Mural Health,2024,Enabler,12.73
Nagish,2024,Enabler,15.7
Nema Health,2024,Challenger,14.5
Neosoma,2024,Enabler,6.24
Nest Collaborative,2024,Challenger,6.0
New Lantern,2024,Enabler,19.0
NewView,2024,Enabler,10.4
Nirvana Health,2024,Enabler,24.16
NOCD,2024,Challenger,5.7
Nodal,2024,Enabler,8.7
Nomad Health,2024,Enabler,22.0
NourishedRx,2024,Challenger,15.0
Nucleai,2024,Enabler,14.0
Nurocor,2024,Enabler,4.95
Nym (Enterprise Systems (Healthcare)),2024,Enabler,46.96
Nymbl Systems,2024,Enabler,7.5
Oath Surgical,2024,Challenger,10.13
ObvioHealth,2024,Enabler,49.4
Octagos,2024,Enabler,43.0
Ōmcare,2024,Enabler,8.02
On Belay Health Solutions,2024,Enabler,9.4
OncoLens,2024,Enabler,14.96
OneStep,2024,Challenger,40.5
Onto Health,2024,Challenger,5.2
Opmed.ai,2024,Enabler,15.0
Opyn,2024,Enabler,
Oshi Health,2024,Challenger,60.0
Osigu,2024,Enabler,25.0
Oula,2024,Challenger,28.0
Overalls,2024,Challenger,
Overstory Health,2024,Challenger,5.98
Panda Health,2024,Enabler,18.42
Parachute (Healthcare Services),2024,Enabler,93.84
Paradigm Health (Healthcare Technology Systems),2024,Challenger,
Parsley Health,2024,Challenger,32.0
Particle Health,2024,Enabler,10.0
PatchRx,2024,Enabler,8.0
Patho Care,2024,Enabler,150.15
PathPresenter,2024,Enabler,7.5
PatientPartner,2024,Enabler,7.5
Peerlogic,2024,Enabler,5.65
Pelago,2024,Challenger,58.0
PeopleOne Health,2024,Challenger,32.3
Peregrine Health,2024,Challenger,11.89
Pharos (Medical Records Systems),2024,Enabler,5.0
Phenomix Sciences,2024,Enabler,5.5
Photon (New York),2024,Enabler,9.0
Pi Health,2024,Enabler,72.68
PicassoMD,2024,Enabler,9.4
Pieces (Decision/Risk Analysis),2024,Enabler,25.0
PinkDx,2024,Enabler,45.0
Pip Care,2024,Enabler,13.11
Piramidal,2024,Enabler,6.0
Playback Health,2024,Enabler,5.0
Plenful,2024,Enabler,17.0
Pluto Health,2024,Enabler,8.0
Pomelo Care,2024,Challenger,46.0
Populus Health Technologies,2024,Enabler,5.0
Positive Development,2024,Challenger,11.9
Praia Health,2024,Enabler,20.0
Predict Health,2024,Challenger,5.51
PreemptiveAI,2024,Enabler,6.4
Prompt (Enterprise Systems (Healthcare)),2024,Enabler,206.0
Proscia,2024,Enabler,9.0
Qualified Health,2024,Enabler,30.0
Quantile Health,2024,Enabler,7.7
Qurate Health,2024,Enabler,7.48
Qventus,2024,Enabler,85.0
Rad AI,2024,Enabler,50.99
Radial Health (Clinics/Outpatient Services),2024,Challenger,7.8
RadiantGraph,2024,Enabler,14.06
Recovery.com,2024,Challenger,5.0
Redi.Health,2024,Enabler,13.76
Regard,2024,Enabler,61.0
Reperio,2024,Enabler,11.0
Reveleer,2024,Enabler,16.03
Rezilient,2024,Challenger,9.68
RFX Solutions,2024,Enabler,9.0
Ride Health,2024,Enabler,10.88
Rightway,2024,Enabler,108.75
Rimsys,2024,Enabler,5.3
Rippl Care,2024,Challenger,23.0
Ritten,2024,Enabler,11.5
Rivia Health,2024,Enabler,9.88
Roon,2024,Challenger,15.0
Rula,2024,Challenger,125.0
Rx Redefined,2024,Enabler,21.49
RxMapper,2024,Challenger,
Sage (Healthcare Technology Systems),2024,Enabler,35.0
Salvo Health,2024,Challenger,5.0
SamaCare,2024,Enabler,16.7
Scripta Insights,2024,Enabler,16.75
Seen Health,2024,Challenger,22.0
Segmed,2024,Enabler,10.4
Sensi.AI,2024,Enabler,31.0
Seven Starling,2024,Challenger,12.63
ShiftMed,2024,Enabler,47.0
Sibly,2024,Challenger,15.4
Sift Healthcare,2024,Enabler,20.0
Simple App,2024,Challenger,20.75
Simplify Genomics,2024,Enabler,
Sirona,2024,Enabler,42.0
Skilltrade,2024,Enabler,5.05
SlicedHealth,2024,Enabler,5.0
Slingshot AI,2024,Challenger,30.0
Slope (Healthcare Technology Systems),2024,Enabler,14.0
Smarter Technologies,2024,Enabler,50.0
SmithRx,2024,Enabler,60.0
Soda Health,2024,Enabler,54.18
Soda Health,2024,Enabler,9.0
Solace (Clinics/Outpatient Services),2024,Challenger,14.0
Sollis Health,2024,Challenger,33.0
Sounder Benefits,2024,Enabler,7.5
Spark Advisors,2024,Challenger,25.0
SpectraWAVE,2024,Enabler,50.29
Spring Health,2024,Challenger,100.0
Sprinter Health,2024,Challenger,35.14
Stellar Sleep,2024,Challenger,6.0
Subtle Medical,2024,Enabler,10.0
Suki,2024,Enabler,64.97
Sully.ai,2024,Enabler,15.0
Summer Health,2024,Challenger,11.65
Sunny Benefits,2024,Enabler,8.15
Sunstone Therapies,2024,Challenger,8.49
Sword Health,2024,Challenger,130.0
Syllable,2024,Enabler,22.0
Synapticure,2024,Challenger,40.15
Synthpop,2024,Enabler,13.78
TailorMed,2024,Enabler,27.5
Talkiatry,2024,Challenger,80.0
TARA Mind,2024,Challenger,8.0
Tava Health,2024,Challenger,20.0
Taxo,2024,Enabler,5.0
Tele911,2024,Enabler,6.76
Tennr,2024,Enabler,35.44
Tennr,2024,Enabler,18.0
Thatch,2024,Enabler,38.0
Therapymatch,2024,Challenger,100.0
ThoroughCare,2024,Enabler,5.0
Thoughtful.ai,2024,Enabler,12.5
Thrive AI Health,2024,Challenger,8.05
Thyme Care,2024,Challenger,55.0
Transcarent,2024,Enabler,126.0
Triomics,2024,Enabler,15.0
Trovo Health,2024,Enabler,15.0
TrueMed,2024,Enabler,10.05
Truveris,2024,Enabler,15.0
Tuesday Health,2024,Challenger,60.0
Turquoise Health,2024,Enabler,30.0
Tuva Health,2024,Enabler,5.0
TwentyEight,2024,Enabler,18.19
Two Chairs,2024,Challenger,62.35
UberDoc,2024,Challenger,11.6
uMethod,2024,Enabler,
Upheal,2024,Enabler,10.0
UptimeHealth,2024,Enabler,12.5
Upward Health,2024,Challenger,50.0
Upwards,2024,Challenger,21.0
Valar Labs,2024,Enabler,22.0
Valerie Health,2024,Enabler,6.6
Veritas Labs,2024,Enabler,5.0
Verse Medical,2024,Challenger,42.0
Vesta Healthcare,2024,Challenger,65.0
Vi Labs,2024,Enabler,111.0
Vida,2024,Challenger,35.0
Videra Health,2024,Challenger,5.6
VieCure,2024,Enabler,45.0
Vita Health,2024,Challenger,22.5
Vitable Health,2024,Challenger,16.0
Vital Interaction,2024,Enabler,15.0
VitalTech,2024,Challenger,8.97
Vivoo,2024,Challenger,10.0
Waltz Health,2024,Enabler,17.5
Watershed Health,2024,Enabler,13.6
Wayspring,2024,Challenger,45.0
Weave,2024,Enabler,10.0
Whiterabbit.ai,2024,Enabler,19.5
Wildflower Health,2024,Enabler,17.94
Willow Health,2024,Challenger,13.0
XP Health,2024,Challenger,33.2
XRHealth USA,2024,Challenger,6.0
Yuvo Health,2024,Challenger,8.17
Zarminali Pediatrics,2024,Challenger,40.0
Zeda (Devices and Supplies),2024,Enabler,200.0
Zing Health,2024,Challenger,140.0
